run,mode,round,accept_rate,accuracy,pre_knowledge,post_knowledge,delta_knowledge,pre_engagement,post_engagement,delta_engagement
off_open,als,15,0.375,0.4,0.15761657720901667,0.13441203263035412,-0.023204544578662556,0.5093847848083286,0.500125721851329,-0.00925906295699963
off_open,als,16,0.3375,0.3333333333333333,0.13441203263035412,0.09975108788961176,-0.034660944740742355,0.500125721851329,0.48376195317310217,-0.01636376867822681
off_open,als,17,0.375,0.4,0.09975108788961176,0.11651717170228278,0.016766083812671015,0.48376195317310217,0.4688668538644569,-0.014895099308645243
off_open,als,18,0.375,0.3,0.11651717170228278,0.10368419847494947,-0.012832973227333302,0.4688668538644569,0.44819096203178127,-0.020675891832675652
off_open,als,19,0.375,0.3333333333333333,0.10368419847494947,0.0736487788452541,-0.030035419629695373,0.44819096203178127,0.4313495874914041,-0.016841374540377152
off_open,als,20,0.375,0.43333333333333335,0.0736487788452541,0.0988143803690173,0.025165601523763195,0.4313495874914041,0.4440749793334807,0.012725391842076605
off_open,als,21,0.325,0.38461538461538464,0.0988143803690173,0.0866262169588715,-0.012188163410145794,0.4440749793334807,0.4461402175936961,0.002065238260215374
off_open,als,22,0.35,0.21428571428571427,0.0866262169588715,0.03293720840661856,-0.05368900855225294,0.4461402175936961,0.41415318278746605,-0.03198703480623005
off_open,als,23,0.3375,0.4074074074074074,0.03293720840661856,0.0836293167299009,0.05069210832328234,0.41415318278746605,0.4045595275467114,-0.009593655240754673
off_open,als,24,0.35,0.5714285714285714,0.0836293167299009,0.14366475462562914,0.06003543789572824,0.4045595275467114,0.4136660551353406,0.009106527588629232
off_open,als,25,0.3625,0.27586206896551724,0.14366475462562914,0.08862510296908527,-0.05503965165654387,0.4136660551353406,0.3887482262336308,-0.024917828901709793
off_open,als,26,0.3875,0.45161290322580644,0.08862510296908527,0.12364622918348779,0.03502112621440252,0.3887482262336308,0.38181375480968616,-0.006934471423944655
off_open,als,27,0.375,0.4666666666666667,0.12364622918348779,0.13330274199190215,0.009656512808414355,0.38181375480968616,0.39365790330839107,0.01184414849870491
off_open,als,28,0.3625,0.3793103448275862,0.13330274199190215,0.13979422491333365,0.006491482921431507,0.39365790330839107,0.3833576019075587,-0.010300301400832379
off_open,als,29,0.375,0.36666666666666664,0.13979422491333365,0.10328204566194357,-0.03651217925139008,0.3833576019075587,0.3855074787005424,0.0021498767929837292
off_open,als,30,0.35,0.2857142857142857,0.10328204566194357,0.08399394969635121,-0.01928809596559236,0.3855074787005424,0.3744607220458191,-0.011046756654723322
off_open,als,31,0.3625,0.2413793103448276,0.08399394969635121,0.017543321844995394,-0.06645062785135582,0.3744607220458191,0.344556125050849,-0.029904596994970112
off_open,als,32,0.3625,0.4482758620689655,0.017543321844995394,0.05876185096431899,0.041218529119323596,0.344556125050849,0.3521383858668563,0.007582260816007325
off_open,als,33,0.35,0.5,0.05876185096431899,0.10179769061224438,0.043035839647925386,0.3521383858668563,0.35761854272908467,0.005480156862228358
off_open,als,34,0.3625,0.4827586206896552,0.10179769061224438,0.12650750634798985,0.024709815735745475,0.35761854272908467,0.3597993536264984,0.002180810897413732
off_open,als,35,0.375,0.6,0.12650750634798985,0.141618025368642,0.015110519020652136,0.3597993536264984,0.36852044733278266,0.008721093706284266
off_open,als,36,0.3625,0.13793103448275862,0.141618025368642,0.06704822744382258,-0.07456979792481941,0.36852044733278266,0.34960403994050926,-0.018916407392273404
off_open,als,37,0.35,0.5714285714285714,0.06704822744382258,0.1434295119334649,0.07638128448964232,0.34960403994050926,0.35868774463293973,0.009083704692430472
